QuestionText,QuestionLink,Asker,Edits,QuestionsAsked,Answers,Facebook,Sex,Location,Banned,Followers,Following,,
What is it like to be a woman who constantly shaves her head for option?,https://www.quora.com/What-is-it-like-to-be-a-woman-who-constantly-shaves-her-head-for-option,,,,,,,,,,,,
What happens if a woman with Rh-ve blood group does not take RhoGAM injection after an abortion? Is it harmful for the mother?,https://www.quora.com/What-happens-if-a-woman-with-Rh-ve-blood-group-does-not-take-RhoGAM-injection-after-an-abortion-Is-it-harmful-for-the-mother,,,,,,,,,,,,
Menstruation: When will Indian women start considering menstruation as a normal phenomenon and not a taboo?,https://www.quora.com/Menstruation/When-will-Indian-women-start-considering-menstruation-as-a-normal-phenomenon-and-not-a-taboo,,,,,,,,,,,,
I will be 25 next year. What can a single woman do to improve herself to be an independent and self-loving person?,https://www.quora.com/I-will-be-25-next-year-What-can-a-single-woman-do-to-improve-herself-to-be-an-independent-and-self-loving-person,,,,,,,,,,,,
Why don't men and women compete against each other in sports?,https://www.quora.com/Why-dont-men-and-women-compete-against-each-other-in-sports,,,,,,,,,,,,
Is there any test to confirm whether a woman got aborted previously some years before?,https://www.quora.com/Is-there-any-test-to-confirm-whether-a-woman-got-aborted-previously-some-years-before,,,,,,,,,,,,
Can we seek gender equality without neglecting the mental and physical differences between men and women?,https://www.quora.com/Can-we-seek-gender-equality-without-neglecting-the-mental-and-physical-differences-between-men-and-women,,,,,,,,,,,,
Why are there so few women in engineering?,https://www.quora.com/Why-are-there-so-few-women-in-engineering,,,,,,,,,,,,
How many women fly fighter jets for the USA?,https://www.quora.com/How-many-women-fly-fighter-jets-for-the-USA,,,,,,,,,,,,
What is PeeBuddy?,https://www.quora.com/What-is-PeeBuddy,,,,,,,,,,,,
What is the male/female split in nursing?,https://www.quora.com/What-is-the-male-female-split-in-nursing,,,,,,,,,,,,
Is Gucci and Ferragamo primarily for women?,https://www.quora.com/Is-Gucci-and-Ferragamo-primarily-for-women,,,,,,,,,,,,
Why do working class Chinese women act so bossy?,https://www.quora.com/Why-do-working-class-Chinese-women-act-so-bossy,,,,,,,,,,,,
Why do paleolithic female figurines vastly outnumber those representing males?,https://www.quora.com/Why-do-paleolithic-female-figurines-vastly-outnumber-those-representing-males,,,,,,,,,,,,
Do you wear make-up every day?,https://www.quora.com/Do-you-wear-make-up-every-day,,,,,,,,,,,,
What does it mean when women call a 30 year old guy 'creepy' for exclusively dating late teens and early 20s women?,https://www.quora.com/What-does-it-mean-when-women-call-a-30-year-old-guy-creepy-for-exclusively-dating-late-teens-and-early-20s-women,,,,,,,,,,,,
How do men deal with women who are out of their league?,https://www.quora.com/How-do-men-deal-with-women-who-are-out-of-their-league,,,,,,,,,,,,
Who has first made the neopren basketball bikinis which are now in trend?,https://www.quora.com/Who-has-first-made-the-neopren-basketball-bikinis-which-are-now-in-trend,,,,,,,,,,,,
"What are some good Jacobean duologues for women, other than any Shakespearean duologues?",https://www.quora.com/What-are-some-good-Jacobean-duologues-for-women-other-than-any-Shakespearean-duologues,,,,,,,,,,,,
Is beauty in young women much more diverse than the beauty in young men?,https://www.quora.com/Is-beauty-in-young-women-much-more-diverse-than-the-beauty-in-young-men,,,,,,,,,,,,
"In the 20th century, most of the biggest pop stars were men and women complained about it. In the 21st century, most of the biggest pop stars are women and why aren't the men complaining?",https://www.quora.com/In-the-20th-century-most-of-the-biggest-pop-stars-were-men-and-women-complained-about-it-In-the-21st-century-most-of-the-biggest-pop-stars-are-women-and-why-arent-the-men-complaining,,,,,,,,,,,,
Why do men ignore the women who care the most about them?,https://www.quora.com/Why-do-men-ignore-the-women-who-care-the-most-about-them,,,,,,,,,,,,
Why do most women drive with their foot resting on the clut?,https://www.quora.com/Why-do-most-women-drive-with-their-foot-resting-on-the-clut,,,,,,,,,,,,
Is a creatinine level of 1.3 normal for a 75 year old female?,https://www.quora.com/Is-a-creatinine-level-of-1-3-normal-for-a-75-year-old-female,,,,,,,,,,,,
Could women fight in WWII ?,https://www.quora.com/Could-women-fight-in-WWII,,,,,,,,,,,,
All famous linguists were men. Do you know any women who made any important contributions to the study of languages?,https://www.quora.com/All-famous-linguists-were-men-Do-you-know-any-women-who-made-any-important-contributions-to-the-study-of-languages,,,,,,,,,,,,
Do expecting women become more attractive when pregnant with boy or girl?,https://www.quora.com/Do-expecting-women-become-more-attractive-when-pregnant-with-boy-or-girl,,,,,,,,,,,,
How come Indian judiciary is so biased and backwards?,https://www.quora.com/How-come-Indian-judiciary-is-so-biased-and-backwards,,,,,,,,,,,,
Why are women in construction jobs very uncommon in the West?,https://www.quora.com/Why-are-women-in-construction-jobs-very-uncommon-in-the-West,,,,,,,,,,,,
What are some reviews for Jill Scott's bras?,https://www.quora.com/What-are-some-reviews-for-Jill-Scotts-bras,,,,,,,,,,,,
Why is the gender symbol for women pointed downwards?,https://www.quora.com/Why-is-the-gender-symbol-for-women-pointed-downwards,,,,,,,,,,,,
Some research shows having children makes women unhappy: Is this a bug in evolution?,https://www.quora.com/Some-research-shows-having-children-makes-women-unhappy-Is-this-a-bug-in-evolution,,,,,,,,,,,,
What dress looks good on an hour glass shaped woman who has a dusky complexion?,https://www.quora.com/What-dress-looks-good-on-an-hour-glass-shaped-woman-who-has-a-dusky-complexion,,,,,,,,,,,,
Is it creepy approaching a girl to ask what went wrong?,https://www.quora.com/Is-it-creepy-approaching-a-girl-to-ask-what-went-wrong,,,,,,,,,,,,
Are there any real life woman sleuths a la James bond?,https://www.quora.com/Are-there-any-real-life-woman-sleuths-a-la-James-bond,,,,,,,,,,,,
Who is the fastest woman in the world?,https://www.quora.com/Who-is-the-fastest-woman-in-the-world,,,,,,,,,,,,
Is Xiangli a female name?,https://www.quora.com/Is-Xiangli-a-female-name,,,,,,,,,,,,
What is the maximum number of children a woman can produce?,https://www.quora.com/What-is-the-maximum-number-of-children-a-woman-can-produce,,,,,,,,,,,,
What are some of the most chivalrous conducts men have towards women?,https://www.quora.com/What-are-some-of-the-most-chivalrous-conducts-men-have-towards-women,,,,,,,,,,,,
Where can I find Genie Bra Replacement Pads?,https://www.quora.com/Where-can-I-find-Genie-Bra-Replacement-Pads,,,,,,,,,,,,
Psychology of Everyday Life: Why I can't help staring at women/girls?,https://www.quora.com/Psychology-of-Everyday-Life/Why-I-cant-help-staring-at-women-girls,,,,,,,,,,,,
"Do Mormon women vastly outnumber Mormon men in Utah? If so, then why?",https://www.quora.com/Do-Mormon-women-vastly-outnumber-Mormon-men-in-Utah-If-so-then-why,,,,,,,,,,,,
How girls are always brilliant right from schools to offices?,https://www.quora.com/How-girls-are-always-brilliant-right-from-schools-to-offices,,,,,,,,,,,,
As a woman: how would you feel if a man who was convicted rapist saved your life?,https://www.quora.com/As-a-woman-how-would-you-feel-if-a-man-who-was-convicted-rapist-saved-your-life,,,,,,,,,,,,
Are women really better off than they were twenty years ago?,https://www.quora.com/Are-women-really-better-off-than-they-were-twenty-years-ago,,,,,,,,,,,,
"Who are some blonde, female superheroes?",https://www.quora.com/Who-are-some-blonde-female-superheroes,,,,,,,,,,,,
When can a woman start feeling pregnancy symptoms?,https://www.quora.com/When-can-a-woman-start-feeling-pregnancy-symptoms,,,,,,,,,,,,
Do straight women ever have very short hair?,https://www.quora.com/Do-straight-women-ever-have-very-short-hair,,,,,,,,,,,,
Do countries that conscript women into their armed forces have more egalitarian societies in terms of gender as a result?,https://www.quora.com/Do-countries-that-conscript-women-into-their-armed-forces-have-more-egalitarian-societies-in-terms-of-gender-as-a-result,,,,,,,,,,,,
How can women leave their children with their fathers?,https://www.quora.com/How-can-women-leave-their-children-with-their-fathers,,,,,,,,,,,,
"Girls, what do you think the worst part about a mammogram is; being exposed in front of a stranger, the compression or anticipating the results?",https://www.quora.com/Girls-what-do-you-think-the-worst-part-about-a-mammogram-is-being-exposed-in-front-of-a-stranger-the-compression-or-anticipating-the-results,,,,,,,,,,,,
Is there a social disconnect between older and younger trans women depending on when they've transitioned?,https://www.quora.com/Is-there-a-social-disconnect-between-older-and-younger-trans-women-depending-on-when-theyve-transitioned,,,,,,,,,,,,
Question That Contains Assumptions: Why are females always attention seekers?,https://www.quora.com/Question-That-Contains-Assumptions-1/Why-are-females-always-attention-seekers,,,,,,,,,,,,
"I am a female and I need to lose 20kgs. I am 25 years old, and weight 86 kgs. What is the best way to lose weight at home through diets and exercise to get fruitful results?",https://www.quora.com/I-am-a-female-and-I-need-to-lose-20kgs-I-am-25-years-old-and-weight-86-kgs-What-is-the-best-way-to-lose-weight-at-home-through-diets-and-exercise-to-get-fruitful-results,,,,,,,,,,,,
Will humans evolve to a neutral gender state some day by eliminating the gender binary?,https://www.quora.com/Will-humans-evolve-to-a-neutral-gender-state-some-day-by-eliminating-the-gender-binary,,,,,,,,,,,,
Do feminists think that female privilege exists?,https://www.quora.com/Do-feminists-think-that-female-privilege-exists,,,,,,,,,,,,
Is Companies Secretary course meant for women?,https://www.quora.com/Is-Companies-Secretary-course-meant-for-women,,,,,,,,,,,,
Why do men stare at woman?,https://www.quora.com/Why-do-men-stare-at-woman,,,,,,,,,,,,
Is gender equality limited to only men and women or are transgender people also included in it?,https://www.quora.com/Is-gender-equality-limited-to-only-men-and-women-or-are-transgender-people-also-included-in-it,,,,,,,,,,,,
"If the Indian government banned all Bollywood movies just like in some Arab countries, then would it be helpful to improve our character, moral values and above all, the social status of Indian women?",https://www.quora.com/If-the-Indian-government-banned-all-Bollywood-movies-just-like-in-some-Arab-countries-then-would-it-be-helpful-to-improve-our-character-moral-values-and-above-all-the-social-status-of-Indian-women,,,,,,,,,,,,
Are men being more oppressed nowadays in urban India?,https://www.quora.com/Are-men-being-more-oppressed-nowadays-in-urban-India,,,,,,,,,,,,
I don't know how to do make up. Where / how should I start?,https://www.quora.com/I-dont-know-how-to-do-make-up-Where-how-should-I-start,,,,,,,,,,,,
Has it become fashion to associate with feminism in India?,https://www.quora.com/Has-it-become-fashion-to-associate-with-feminism-in-India,,,,,,,,,,,,
Why do women often giggle during foreplay?,https://www.quora.com/Why-do-women-often-giggle-during-foreplay,,,,,,,,,,,,
What are the differences between Playtex Gentle Glide and Playtex Sport?,https://www.quora.com/What-are-the-differences-between-Playtex-Gentle-Glide-and-Playtex-Sport,,,,,,,,,,,,
Why is society today unfair to women?,https://www.quora.com/Why-is-society-today-unfair-to-women,,,,,,,,,,,,
Why do some Indian feminists consider Rakshabandhan a sexist and patriarchal festival?,https://www.quora.com/Why-do-some-Indian-feminists-consider-Rakshabandhan-a-sexist-and-patriarchal-festival,,,,,,,,,,,,
Can pregnant women wear makeup?,https://www.quora.com/Can-pregnant-women-wear-makeup,,,,,,,,,,,,
What does it mean to be a self-sufficient woman in India?,https://www.quora.com/What-does-it-mean-to-be-a-self-sufficient-woman-in-India,,,,,,,,,,,,
"Legally speaking, should men and women be allowed to have all-men or all-women sports teams in US public schools?",https://www.quora.com/Legally-speaking-should-men-and-women-be-allowed-to-have-all-men-or-all-women-sports-teams-in-US-public-schools,,,,,,,,,,,,
What's a better investment for a single 30-year-old guy from a woman's perspective: a mortgage or a Lamborghini?,https://www.quora.com/Whats-a-better-investment-for-a-single-30-year-old-guy-from-a-womans-perspective-a-mortgage-or-a-Lamborghini,,,,,,,,,,,,
Which is the best ayurvedic hospital for infertility treatment in Kerala?,https://www.quora.com/Which-is-the-best-ayurvedic-hospital-for-infertility-treatment-in-Kerala,,,,,,,,,,,,
"In a nation where crime against women is not a rare phenomenon, when we see a lady standing for herself, what is our first natural reaction?",https://www.quora.com/In-a-nation-where-crime-against-women-is-not-a-rare-phenomenon-when-we-see-a-lady-standing-for-herself-what-is-our-first-natural-reaction,,,,,,,,,,,,
Does Summer's Eve Feminine Wash work?,https://www.quora.com/Does-Summers-Eve-Feminine-Wash-work,,,,,,,,,,,,
"Is it culturally acceptable for women to wear hats in Nairobi, Kenya?",https://www.quora.com/Is-it-culturally-acceptable-for-women-to-wear-hats-in-Nairobi-Kenya,,,,,,,,,,,,
"Is it culturally acceptable for women to wear shorts in Nairobi, Kenya?",https://www.quora.com/Is-it-culturally-acceptable-for-women-to-wear-shorts-in-Nairobi-Kenya,,,,,,,,,,,,
